this is the flight recordings. all parameters divided by TABs 
sim zulu time 	LAT 	LONG 	MSL alt 	radio alt 	baro alt 	baro press 	V/S 	IAS 	G-load 	aileron deg 	elevator deg 	rudder deg 	roll deg 	pitch deg 	mag course 	torque L 	torque R 	throt L 	throt R 	flaps pos 	single commands and failures 	

17:03:35	61.417133	22.027639	601.3	578.1	594.4	756	-0.4	332.9	1.02	0	0	0	0.6	0.4	127	26.3	26.3	27	27	0	
17:03:36	61.416527	22.028997	601.5	578.7	594.5	756	0	332	0.97	0	0	0	0.6	0	127.2	26.3	26.3	27	27	0	
17:03:37	61.415936	22.030333	601.3	578.8	594.4	756	-0.1	331.2	0.98	0	0	0	0.5	-0.1	127.4	26.3	26.3	27	27	0	
17:03:38	61.415333	22.031679	600.9	578.4	594	756	-0.3	330.6	0.97	0	0	0	0.5	-0.2	127.5	26.3	26.3	27	27	0	
17:03:39	61.414734	22.033012	600.3	577.8	593.3	756	-0.5	330.1	0.97	0	0	0	0.5	-0.4	127.7	26.3	26.3	27	27	0	
17:03:40	61.414135	22.034353	599.3	576.5	592.4	756	-0.8	329.7	0.97	0	0	0	0.5	-0.6	127.5	26.3	26.3	27	27	0	
17:03:41	61.413536	22.035685	598.4	575.3	591.5	756	-0.8	328.9	1.23	0	0	0	0.4	1	127.4	26.3	26.3	27	27	0	
17:03:42	61.412945	22.037001	599.6	576.2	592.5	756	0.5	327.2	1.09	0	0	0	0.3	1.9	126.9	26.3	26.3	27	27	0	
17:03:43	61.412354	22.03833	601.7	577.4	594.7	756	1.5	325.5	0.98	0	0	0	0.2	1.5	127	26.3	26.3	27	27	0	
17:03:44	61.411762	22.039652	603.7	579.9	596.7	756	1.8	324	0.99	0	0	0	0.3	1.5	127.7	26.3	26.3	27	27	0	
17:03:45	61.411179	22.04096	605.6	582.2	598.5	756	1.8	322.5	0.99	0	0	0	0.2	1.4	127.6	26.3	26.3	27	27	0	
17:03:46	61.41061	22.042227	607.3	584	600.2	756	1.7	321.2	0.98	0	0	0	0.2	1.3	127.7	26.3	26.3	27	27	0	
17:03:48	61.41003	22.043516	608.8	585.5	601.8	756	1.5	319.9	0.97	0	0	0	0.2	1.2	127.7	26.3	26.3	27	27	0	
17:03:49	61.409454	22.044802	610	586.8	603	756	1.3	318.8	0.97	0	0	0	0.2	1	127.8	26.3	26.3	27	27	0	
17:03:50	61.408878	22.046078	610.9	587.5	603.9	756	1	317.8	0.97	0	0	0	1.3	0.9	127.9	26.3	26.3	27	27	0	
17:03:51	61.408298	22.047359	611.4	587.3	604.4	756	0.7	316.9	0.96	0	0	0	1.4	0.6	128	26.3	26.3	27	27	0	
17:03:52	61.407719	22.048626	611.5	586.7	604.6	756	0.3	316.2	0.97	0	0	0	1.7	0.4	128.2	26.3	26.3	27	27	1	
17:03:53	61.407143	22.049881	611.5	586.1	604.5	756	0.1	315.5	1.08	0	0	0	1.8	0.5	128.4	26.3	26.3	27	27	4.3	
17:03:54	61.406559	22.051142	612.2	586.2	605.2	756	0.6	314.8	1.15	0	0	0	2.1	1.3	128.8	26.9	26.9	28	28	7.1	
17:03:55	61.405979	22.052382	614.6	587.8	607.5	756	1.8	311.5	1.15	0	0	0	2.2	2.5	129.1	26.5	26.5	27	27	7.1	
17:03:56	61.405403	22.053602	618.8	591.3	611.6	756	3.3	309.4	1.16	0	0	0	2	3.5	129.2	28.7	28.7	32	32	7.1	
17:03:57	61.404842	22.054773	624.4	596.3	617.1	756	4.8	306.9	1.15	0	0	0	2.3	4.5	129.4	30.9	30.9	32	32	7.1	
17:03:58	61.40427	22.055962	631.2	602.4	623.9	756	6	302.9	0.83	0	0	0	2.1	3.7	129.7	32.5	32.5	32	32	7.1	
17:03:59	61.403694	22.057142	636.6	607.2	629.5	756	5.4	301.5	0.85	0	0	0	0.6	2	130.3	33.4	33.4	32	32	7.1	
17:04:00	61.403141	22.058277	640.1	610.1	633.1	756	4.1	299.7	0.74	0	0	0	0.7	0.6	130.1	33.8	33.8	32	32	7.1	
17:04:01	61.402569	22.059443	641.4	610.6	634.5	756	2.2	299.6	0.79	0	0	0	0.5	-0.5	130	34	34	32	32	7.1	
17:04:02	61.401997	22.060612	640.8	608.8	633.9	756	0.3	298.3	0.84	0	0	0	0.7	-1.4	130.3	34.2	34.2	32	32	7.1	
17:04:03	61.401421	22.061775	639	605.9	632.1	756	-1	301.4	1.09	0	0	0	0.6	-0.8	130.6	34.2	34.2	32	32	7.1	
17:04:04	61.400848	22.062931	638	604.7	631.1	756	-0.9	304.2	1.14	0	0	0	0.9	0.4	130.7	34.3	34.3	32	32	7.1	
17:04:05	61.400288	22.064058	638.4	605.2	631.4	756	0	301.2	1.15	0	0	0	0.9	1.1	130.7	34.3	34.3	32	32	7.1	
17:04:06	61.399708	22.06522	639.8	606.5	632.8	756	0.9	301.1	0.93	0	0	0	1	0.7	130.7	34.3	34.3	32	32	7.1	
17:04:07	61.39912	22.066381	640.7	607.5	633.7	756	0.9	299.8	0.91	0	0	0	1.3	0.2	131.1	34.3	34.3	32	32	7.1	
17:04:08	61.39854	22.06753	641.3	608.1	634.3	756	0.7	300.9	1.12	0	0	0	1.4	0.8	131.2	34.3	34.3	32	32	7.1	
17:04:09	61.397953	22.06868	642.7	609.5	635.7	756	1.1	299.3	1.07	0	0	0	1.2	1.3	131.5	34.3	34.3	32	32	7.1	
17:04:10	61.397369	22.069817	644.2	610.9	637.2	756	1.3	300.1	0.8	0	0	0	1.4	-0.3	131.5	34.3	34.3	32	32	7.1	
17:04:11	61.396782	22.070957	644	610.8	637.1	756	0.3	299.6	0.87	0	0	0	1.6	-0.9	131.7	34.3	34.3	32	32	7.1	
17:04:12	61.396191	22.072092	642.5	609.3	635.7	756	-0.9	299.5	0.92	0	0	0	1.4	-1.7	131.7	34.3	34.3	32	32	7.1	
17:04:13	61.395618	22.073191	640.1	606.9	633.3	756	-1.9	302.1	0.94	0	0	0	1.4	-2	132.1	34.3	34.3	32	32	7.1	
17:04:14	61.39502	22.074324	637.2	604	630.4	756	-2.5	304	1.03	0	0	0	1.5	-1.7	132.2	34.3	34.3	32	32	7.1	
17:04:15	61.39444	22.07542	634.7	601.6	627.9	756	-2.4	302.7	1.18	0	0	0	1.7	-1	132.7	34.3	34.3	32	32	9.3	
17:04:16	61.393833	22.076557	633.8	600.6	626.9	756	-1.3	301.8	1.28	0	0	0	0.3	0.3	132.8	34.3	34.3	32	32	12.4	
17:04:17	61.393234	22.077675	635.4	602.2	628.3	756	0.6	302.4	1.08	0	0	0	0	0.7	132.9	33.7	33.7	31	31	12.4	
17:04:18	61.392632	22.078794	638.6	605.5	631.5	756	2.3	300.3	1.19	0	0	0	0	2	132.7	33.4	33.4	31	31	15.2	
17:04:19	61.39204	22.079897	644	610.9	636.8	756	4.3	296.9	1.07	0	0	0	0.1	2	132.7	33.3	33.3	31	31	17.4	
17:04:20	61.391457	22.08098	650	617.1	642.8	756	5.3	293.2	0.87	0	0	0	0.4	1.1	132.9	33.2	33.2	31	31	17.4	
17:04:21	61.390877	22.082058	655.4	622.6	648.2	756	5.2	289.7	0.94	0	0	0	0.5	0.9	132.9	33.2	33.2	31	31	17.4	
17:04:22	61.390308	22.083111	660.1	627.3	652.9	756	4.7	286.9	1.04	0	0	0	0.7	1.1	133	33.2	33.2	31	31	17.4	
17:04:23	61.389751	22.084129	664.8	632.1	657.6	756	4.7	284	1.08	0	0	0	2.8	2	133.1	34.6	34.6	35	35	17.4	
17:04:24	61.389202	22.085125	670.2	637.7	663	756	5.2	280.9	1.04	0	0	0	8.5	2.5	133.6	35.9	35.9	35	35	17.4	
17:04:25	61.388634	22.086119	675.9	643.2	668.7	756	5.4	277.9	0.97	0	0	0	13.7	2	134.6	36.8	36.8	35	35	17.4	
17:04:26	61.388073	22.087038	681	648.4	673.8	756	5.2	275.4	1.08	0	0	0	14.7	2.7	136.5	37.3	37.3	35	35	17.4	
17:04:27	61.387489	22.087936	686.4	653.8	679.2	756	5.2	272.6	0.86	0	0	0	15.5	1.4	138.1	37.7	37.7	35	35	17.4	
17:04:29	61.386887	22.0888	690.2	657.3	683.1	756	4.1	270.9	0.92	0	0	0	17.4	0.1	139.9	37.9	37.9	35	35	17.4	
17:04:30	61.38628	22.089609	692.7	659.6	685.7	756	3	269.7	1.08	0	0	0	18.2	1.1	142.4	38	38	35	35	17.4	
17:04:31	61.385677	22.090343	695.4	662	688.3	756	2.8	268.3	1.04	0	0	0	19	1.1	144.8	38.1	38.1	35	35	17.4	
17:04:32	61.385063	22.091017	697.9	664.3	690.9	756	2.6	267	1.03	0	0	0	19.8	0.9	147.2	38.1	38.1	35	35	17.4	
17:04:33	61.384418	22.091646	700.3	666.5	693.3	756	2.4	265.9	1.03	0	0	0	20.6	0.8	149.8	38.1	38.1	35	35	17.4	
17:04:34	61.383785	22.092194	702.3	668.2	695.3	756	2.1	264.9	1.02	0	0	0	21.4	0.5	152.4	38.2	38.2	35	35	17.4	
17:04:35	61.383118	22.092697	703.9	669.6	696.9	756	1.7	264.2	1.03	0	0	0	19.5	0.3	155.2	38.2	38.2	35	35	17.4	
17:04:36	61.382458	22.093122	705.1	670.6	698.1	756	1.4	263.6	1.02	0	0	0	20.1	0	157.7	38.2	38.2	35	35	17.4	
17:04:37	61.381783	22.093491	705.9	671.3	698.9	756	1	263.2	1.01	0	0	0	20.9	-0.4	160.3	38.2	38.2	35	35	17.4	
17:04:38	61.381104	22.09379	706.2	671.4	699.2	756	0.5	263.1	1.01	0	0	0	20.9	-0.7	163	38.2	38.2	35	35	17.4	
17:04:39	61.380421	22.094023	705.9	671	699	756	0	263.2	0.9	0	0	0	21.7	-2	165.3	38.2	38.2	35	35	17.4	
17:04:40	61.379738	22.094193	704.4	669.3	697.5	756	-1	264.1	1	0	0	0	22.4	-2.4	168.1	38.2	38.2	35	35	17.4	
17:04:41	61.379047	22.094294	702.1	666.9	695.2	756	-1.9	265.1	1.04	0	0	0	21.2	-2.6	171	38.2	38.2	35	35	17.4	
17:04:42	61.378345	22.094326	699.4	664.2	692.6	756	-2.4	266.2	1.02	0	0	0	21.8	-2.9	173.7	38.2	38.2	35	35	17.4	
17:04:43	61.377647	22.094286	696.5	661.1	689.7	756	-2.7	267.2	1.29	0	0	0	22.5	-1.3	176.9	38.2	38.2	35	35	17.4	
17:04:44	61.376934	22.094156	695.2	658.4	688.2	756	-1.7	267.2	1.13	0	0	0	23.3	-0.4	180	38.2	38.2	35	35	17.4	
17:04:45	61.376232	22.093943	694.5	656.4	687.6	756	-1	267.3	1.01	0	0	0	22.4	-1.6	183.2	38.2	38.2	35	35	17.4	
17:04:46	61.375538	22.093662	693.3	653.9	686.4	756	-1.1	267.8	1.05	0	0	0	20	-1.7	186.1	38.2	38.2	35	35	17.4	
17:04:47	61.374851	22.093311	692	651.9	685.1	756	-1.2	268.2	1.04	0	0	0	20.7	-1.9	188.6	38.2	38.2	35	35	17.4	
17:04:48	61.374172	22.092894	690.4	649.7	683.6	756	-1.4	268.8	1.04	0	0	0	21.4	-2.1	191.3	38.2	38.2	35	35	17.4	
17:04:49	61.373505	22.092413	688.6	647.1	681.8	756	-1.7	269.4	1.09	0	0	0	19	-2	194.2	38.2	38.2	35	35	17.4	
17:04:50	61.372849	22.091869	687.3	644.9	680.3	756	-1.4	269.7	1.2	0	0	0	18.6	-0.6	196.6	38.2	38.2	35	35	17.4	
17:04:51	61.372208	22.091265	687	643.8	680	756	-0.7	269.3	1.05	0	0	0	19.1	-0.5	198	38.2	38.2	35	35	17.4	
17:04:52	61.371563	22.09059	686.8	644.3	679.9	756	-0.4	269.3	1.02	0	0	0	19.9	-1.4	201.8	38.2	38.2	35	35	17.4	
17:04:53	61.370941	22.089863	686.3	644.8	679.3	756	-0.5	269.4	1.06	0	0	0	19.2	-1.3	204.1	38.2	38.2	35	35	17.4	
17:04:54	61.370338	22.089085	685.7	645.2	678.8	756	-0.5	269.6	1.05	0	0	0	19	-1.3	206.7	38.2	38.2	35	35	17.4	
17:04:55	61.369747	22.088243	685.2	645.6	678.3	756	-0.5	269.9	1.04	0	0	0	19.9	-1.3	209	36.2	36.2	30	30	17.4	
17:04:56	61.369179	22.087351	684.6	645.8	677.7	756	-0.6	268.9	1	0	0	0	20.6	-1.4	211.6	33.5	33.5	30	30	17.4	
17:04:57	61.368622	22.086395	683.7	644.5	676.8	756	-0.7	267.9	1.07	0	0	0	20.8	-1	213.8	32.6	32.6	30	30	17.4	
17:04:58	61.368092	22.085396	682.9	643.1	676	756	-0.8	266.4	1.05	0	0	0	20.8	-0.7	216.2	32.2	32.2	30	30	17.4	
17:04:59	61.367592	22.08436	682.4	641.9	675.4	756	-0.6	268.8	1.11	0	0	0	21.7	0	218.9	32	32	30	30	17.4	
17:05:00	61.367115	22.083271	682.3	641.2	675.4	756	-0.2	267.1	1.03	0	0	0	22.9	-0.5	221.8	32	32	30	30	17.4	
17:05:01	61.366661	22.082125	682	646.3	675.1	756	-0.3	266.1	0.98	0	0	0	23.8	-0.9	224	31.9	31.9	30	30	17.4	
17:05:02	61.366234	22.080935	680.9	649.7	674	756	-0.8	266.7	1	0	0	0	25.1	-1.8	228.4	31.9	31.9	30	30	17.4	
17:05:03	61.365849	22.079727	679.1	648.4	672.3	756	-1.5	267.2	1.01	0	0	0	25.9	-2.5	231.3	31.9	31.9	30	30	17.4	
17:05:04	61.365494	22.078461	676.5	646.3	669.6	756	-2.2	267.5	0.99	0	0	0	26	-3.2	234.6	31.9	31.9	30	30	17.4	
17:05:05	61.365173	22.077156	672.8	643.5	666	756	-3.1	268.4	1.02	0	0	0	26.8	-3.7	237.8	31.9	31.9	30	30	17.4	
17:05:06	61.364887	22.075821	668.3	640	661.6	756	-4	269.4	1.02	0	0	0	27.7	-4.4	241.2	31.9	31.9	30	30	17.4	
17:05:07	61.364643	22.074455	663	635.3	656.3	756	-4.9	271.1	1.03	0	0	0	28	-4.9	244.3	31.9	31.9	30	30	17.4	
17:05:08	61.364433	22.073046	657.3	630	650.6	756	-5.4	272.4	1.32	0	0	0	25.2	-2.6	247.2	31.9	31.9	30	30	17.4	
17:05:09	61.364269	22.071613	653.5	626.7	646.7	756	-4.2	272.4	1.26	0	0	0	26	-0.9	251.3	31.9	31.9	30	30	17.4	
17:05:10	61.364151	22.070171	651.3	625.1	644.5	756	-2.9	272.5	1.06	0	0	0	24.6	-2.3	255	31.9	31.9	30	30	17.4	
17:05:11	61.364067	22.068659	648.8	622.7	642	756	-2.6	272.7	1.04	0	0	0	24.4	-2.6	257.9	31.9	31.9	30	30	17.4	
17:05:12	61.364017	22.067152	645.9	620.1	639.1	756	-2.7	273.1	1.05	0	0	0	25	-2.6	260.4	31.9	31.9	30	30	17.4	
17:05:13	61.36401	22.065619	642.7	616.8	635.9	756	-3	273.7	1.04	0	0	0	25.6	-3	263.9	31.9	31.9	30	30	17.4	
17:05:14	61.364044	22.064108	639	612.8	632.2	756	-3.4	274.4	1.1	0	0	0	26.4	-3.2	267.3	31.9	31.9	30	30	17.4	
17:05:15	61.36412	22.062582	635.5	609.1	628.6	756	-3.4	274.6	1.24	0	0	0	26.8	-1.2	270.3	31.9	31.9	30	30	17.4	
17:05:16	61.364246	22.061068	633.1	606.6	626.3	756	-2.6	274.3	1.13	0	0	0	27.5	-1.3	274	31.9	31.9	30	30	17.4	
17:05:17	61.36441	22.059597	631.2	604.8	624.3	756	-2.1	274.1	1.17	0	0	0	28.3	-1	277.7	31.9	31.9	30	30	17.4	
17:05:18	61.364624	22.058155	629.9	603.9	623	756	-1.5	272.8	1.27	0	0	0	28.8	0.1	281	31.9	31.9	30	30	20.6	
17:05:19	61.364887	22.056732	630.1	604.4	623.1	756	-0.4	270.7	1.21	0	0	0	29.8	-0.2	285.4	31.9	31.9	30	30	23.8	
17:05:20	61.365185	22.055426	631	605.7	624	756	0.5	268	1.13	0	0	0	31	-1.3	290.2	31.9	31.9	30	30	26.2	
17:05:21	61.365524	22.054182	631.7	606.9	624.8	756	0.6	265.5	1.08	0	0	0	32.1	-1.8	293.9	31.9	31.9	30	30	26.2	roll_high,  
17:05:23	61.365921	22.052952	631.9	608.1	624.9	756	0.3	263.1	1.1	0	0	0	33.1	-2	298.5	31.9	31.9	30	30	26.2	roll_high,  
17:05:24	61.366356	22.051804	631.2	608.4	624.3	756	-0.3	260.6	1.05	0	0	0	34.2	-2.7	302.9	31.9	31.9	30	30	26.2	roll_high,  
17:05:25	61.366825	22.050753	629.5	606	622.6	756	-1.3	258.6	1.05	0	0	0	33.5	-3.5	307.4	31.9	31.9	30	30	26.2	LG_down,  roll_high,  
17:05:26	61.367332	22.049776	626.8	602	620	756	-2.1	257.1	1.13	0	0	0	27	-3.7	312.2	32.3	32.3	32	32	26.2	LG_down,  
17:05:27	61.367867	22.048882	624.2	597.9	617.4	756	-2.4	255.6	1.06	0	0	0	23.2	-4.1	315.8	33.1	33.1	32	32	26.2	LG_down,  
17:05:28	61.368401	22.048084	621.7	595.5	614.8	756	-2.5	254.4	1.09	0	0	0	21.9	-4	319	33.5	33.5	32	32	26.2	LG_down,  
17:05:29	61.368977	22.047323	619.1	593.5	612.3	756	-2.4	253	1.03	0	0	0	22.8	-4.2	322.1	33.8	33.8	32	32	26.2	LG_down,  
